timestamp,open,high,low,close,volume,year,month,day
2019-05-11 00:00:00+00:00,0.29877,0.2989,0.29855,0.2989,39022.7,2019,5,11
2019-05-11 00:01:00+00:00,0.2989,0.29891,0.29861,0.29891,91691.8,2019,5,11
2019-05-11 00:02:00+00:00,0.29892,0.29895,0.29872,0.2988,59101.3,2019,5,11
2019-05-11 00:03:00+00:00,0.29879,0.29885,0.29863,0.29867,39887.7,2019,5,11
2019-05-11 00:04:00+00:00,0.29869,0.29897,0.29869,0.29896,11853.1,2019,5,11
2019-05-11 00:05:00+00:00,0.29887,0.29895,0.29876,0.29882,16279.6,2019,5,11
2019-05-11 00:06:00+00:00,0.29887,0.29887,0.29871,0.29885,7431.5,2019,5,11
2019-05-11 00:07:00+00:00,0.2988,0.29896,0.29873,0.29888,12890.2,2019,5,11
2019-05-11 00:08:00+00:00,0.29887,0.29907,0.29874,0.29876,28643.7,2019,5,11
2019-05-11 00:09:00+00:00,0.29886,0.29893,0.29862,0.29867,32825.9,2019,5,11
2019-05-11 00:10:00+00:00,0.29867,0.29888,0.29855,0.29886,29714.7,2019,5,11
2019-05-11 00:11:00+00:00,0.29881,0.29895,0.29874,0.29894,10805.2,2019,5,11
2019-05-11 00:12:00+00:00,0.29896,0.29906,0.29883,0.29906,16400.1,2019,5,11
2019-05-11 00:13:00+00:00,0.299,0.29906,0.29896,0.29906,40961.5,2019,5,11
2019-05-11 00:14:00+00:00,0.29906,0.2991,0.29896,0.2991,9842.2,2019,5,11
2019-05-11 00:15:00+00:00,0.29908,0.29926,0.29899,0.29926,18818.1,2019,5,11
2019-05-11 00:16:00+00:00,0.29925,0.29943,0.29917,0.29943,14308.7,2019,5,11
2019-05-11 00:17:00+00:00,0.29943,0.29947,0.29928,0.29946,32830.1,2019,5,11
2019-05-11 00:18:00+00:00,0.29936,0.2995,0.29926,0.29926,44975.1,2019,5,11
2019-05-11 00:19:00+00:00,0.29926,0.29945,0.29926,0.29933,39819.7,2019,5,11
2019-05-11 00:20:00+00:00,0.29937,0.29937,0.29907,0.2992,52672.1,2019,5,11
2019-05-11 00:21:00+00:00,0.29917,0.2992,0.29873,0.29896,54983.7,2019,5,11
2019-05-11 00:22:00+00:00,0.29897,0.29898,0.29846,0.29878,38252.6,2019,5,11
2019-05-11 00:23:00+00:00,0.29858,0.29895,0.29856,0.29882,26214.9,2019,5,11
2019-05-11 00:24:00+00:00,0.29887,0.29887,0.29863,0.29882,18130.6,2019,5,11
