timestamp,open,high,low,close,volume,year,month,day
2019-12-21 00:00:00+00:00,7188.01,7190.58,7184.92,7184.92,26.273906,2019,12,21
2019-12-21 00:01:00+00:00,7187.03,7187.03,7182.83,7183.34,7.862857,2019,12,21
2019-12-21 00:02:00+00:00,7183.1,7183.48,7181.97,7182.78,10.761405,2019,12,21
2019-12-21 00:03:00+00:00,7182.15,7183.04,7178.24,7179.55,20.971071,2019,12,21
2019-12-21 00:04:00+00:00,7180.0,7180.0,7177.81,7178.79,9.458645,2019,12,21
2019-12-21 00:05:00+00:00,7178.79,7179.52,7176.96,7178.26,3.983196,2019,12,21
2019-12-21 00:06:00+00:00,7177.8,7179.0,7177.0,7177.01,5.503641,2019,12,21
2019-12-21 00:07:00+00:00,7177.0,7178.91,7176.54,7176.81,7.033444,2019,12,21
2019-12-21 00:08:00+00:00,7176.62,7176.98,7175.19,7176.0,7.641934,2019,12,21
2019-12-21 00:09:00+00:00,7175.9,7176.0,7174.18,7174.87,10.624359,2019,12,21
2019-12-21 00:10:00+00:00,7174.84,7174.85,7173.74,7174.34,3.526074,2019,12,21
2019-12-21 00:11:00+00:00,7174.03,7174.15,7171.89,7173.28,7.71625,2019,12,21
2019-12-21 00:12:00+00:00,7173.19,7174.0,7171.15,7172.21,3.566614,2019,12,21
2019-12-21 00:13:00+00:00,7172.1,7174.02,7171.19,7173.46,5.121411,2019,12,21
2019-12-21 00:14:00+00:00,7173.97,7174.02,7172.84,7174.02,11.71026,2019,12,21
2019-12-21 00:15:00+00:00,7173.18,7174.02,7172.93,7174.02,12.006297,2019,12,21
2019-12-21 00:16:00+00:00,7174.0,7177.61,7173.84,7176.9,8.950512,2019,12,21
2019-12-21 00:17:00+00:00,7176.61,7178.12,7176.0,7177.48,3.745601,2019,12,21
2019-12-21 00:18:00+00:00,7177.91,7178.88,7177.04,7177.83,4.071709,2019,12,21
2019-12-21 00:19:00+00:00,7178.07,7178.12,7173.2,7174.37,15.419595,2019,12,21
2019-12-21 00:20:00+00:00,7174.35,7174.35,7172.72,7173.05,4.579341,2019,12,21
2019-12-21 00:21:00+00:00,7173.05,7173.71,7164.34,7167.02,45.89402,2019,12,21
2019-12-21 00:22:00+00:00,7167.0,7168.23,7166.46,7166.93,9.4551,2019,12,21
2019-12-21 00:23:00+00:00,7167.2,7169.47,7164.34,7165.21,7.76967,2019,12,21
2019-12-21 00:24:00+00:00,7164.92,7168.53,7163.76,7167.93,5.87631,2019,12,21
2019-12-21 00:25:00+00:00,7167.92,7167.92,7164.22,7165.0,4.274274,2019,12,21
2019-12-21 00:26:00+00:00,7165.08,7165.08,7162.28,7162.75,9.42062,2019,12,21
2019-12-21 00:27:00+00:00,7163.42,7163.43,7154.14,7155.39,51.492503,2019,12,21
2019-12-21 00:28:00+00:00,7155.36,7176.94,7154.14,7173.16,49.870505,2019,12,21
2019-12-21 00:29:00+00:00,7172.73,7178.09,7167.92,7172.37,33.275618,2019,12,21
